pl_name,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff
K2-223 c,Transit,2018,4.562546,1.5,2.86,1091.0,5859.0
K2-224 b,Transit,2018,4.47904,1.56,3.05,1002.0,5620.0
K2-224 c,Transit,2018,10.09489,2.41,6.39,764.0,5620.0
K2-225 b,Transit,2018,15.8723,3.60929179,12.7,923.0,5520.0
K2-226 b,Transit,2018,3.27109,1.53899305,2.98,1187.0,5288.0
K2-227 b,Transit,2018,13.621832,1.66551298,3.41,,5673.0
K2-228 b,Transit,2018,2.69828,1.21,1.92,914.0,4715.0
K2-229 b,Transit,2018,0.584216,1.0,2.55,1818.0,5315.0
K2-229 c,Transit,2018,8.32727,2.03,7.0,750.0,5315.0
K2-230 b,Transit,2018,2.86041,1.96,4.5,1529.0,5945.0
K2-231 b,Transit,2018,13.841901,2.5,6.8,,5695.0
K2-232 b,Transit,2018,11.168454,11.209,126.49634,1030.0,6154.0
K2-233 b,Transit,2018,2.467583,1.315,2.4,1127.0,4796.0
K2-233 c,Transit,2018,7.06024,1.272,4.6,794.0,4796.0
K2-233 d,Transit,2018,24.3681,2.363,10.3,525.0,4796.0
K2-237 b,Transit,2018,2.18053332,16.06246934,434.15360396,1759.0,6180.0
K2-238 b,Transit,2018,3.20466,14.5717,273.3338,1587.0,5630.0
K2-239 b,Transit,2018,5.24,1.1,1.37,502.0,3420.0
K2-239 c,Transit,2018,7.775,1.0,0.972,427.0,3420.0
K2-239 d,Transit,2018,10.115,1.1,1.37,399.0,3420.0
K2-24 b,Transit,2016,20.88977,5.4,19.0,686.0,5625.0
K2-24 c,Transit,2016,42.3391,7.5,15.4,542.0,5625.0
K2-240 b,Transit,2018,6.034,2.0,4.66,586.0,3810.0
K2-240 c,Transit,2018,20.523,1.8,3.89,389.0,3810.0
K2-241 b,Transit,2018,26.8199,2.55,7.04,507.0,5262.0
K2-242 b,Transit,2018,6.51389,2.54,6.99,416.0,3459.0
K2-243 b,Transit,2018,11.54182,2.17,5.35,1035.0,6570.0
K2-243 c,Transit,2018,24.94598,2.01,4.7,801.0,6570.0
K2-244 b,Transit,2018,21.06884,1.75,3.71,638.0,5677.0
K2-245 b,Transit,2018,11.89307,4.34,17.4,923.0,5793.0
K2-246 b,Transit,2018,5.76918,3.49,12.0,977.0,5610.0
K2-247 b,Transit,2018,2.25021,2.12,5.14,979.0,4667.0
K2-247 c,Transit,2018,6.49424,2.19,5.43,688.0,4667.0
K2-248 b,Transit,2018,7.17256,2.57,7.13,886.0,5528.0
K2-249 b,Transit,2018,12.409,2.79,8.2,1061.0,6504.0
K2-25 b,Transit,2015,3.48456408,3.44,24.5,494.0,3207.0
K2-250 b,Transit,2018,4.01392,2.71257333,7.81,1003.0,5003.0
K2-251 b,Transit,2018,9.30075,2.35,6.12,437.0,3717.0
K2-252 b,Transit,2018,13.81513,1.74,3.68,639.0,5152.0
K2-253 b,Transit,2018,4.00167,12.67,,1238.0,6027.0
K2-254 b,Transit,2018,4.09639,1.63,3.29,791.0,4629.0
K2-254 c,Transit,2018,12.11839,2.19,5.43,551.0,4629.0
K2-255 b,Transit,2018,1.96417,2.9,8.75,1034.0,4676.0
K2-257 b,Transit,2018,1.60588,0.83,0.498,789.0,3725.0
K2-258 b,Transit,2018,19.0921,3.0,9.27,831.0,6351.0
K2-259 b,Transit,2018,15.48043,2.32,5.99,795.0,6059.0
K2-26 b,Transit,2016,14.5665,2.67,7.61,430.0,3785.0
K2-260 b,Transit,2018,2.62669762,18.41635529,546.66486004,2090.0,6860.0
K2-261 b,Transit,2018,11.6334681,9.26982704,68.96876432,1036.0,5490.0
K2-263 b,Transit,2018,50.818947,2.41,14.9,470.0,5368.0
K2-264 b,Transit,2018,5.840002,2.231,5.61,496.0,3660.0
K2-264 c,Transit,2018,19.660302,2.668,7.6,331.0,3660.0
K2-265 b,Transit,2018,2.36902,1.70824866,7.3418362,1366.0,5420.0
K2-266 b,Transit,2018,0.658524,3.3,11.26782377,1515.0,4285.0
K2-266 c,Transit,2018,7.814,0.705,0.29013072,664.5,4285.0
K2-266 d,Transit,2018,14.697,2.93,8.9,538.3,4285.0
K2-266 e,Transit,2018,19.482,2.73,14.3,490.1,4285.0
K2-268 b,Transit,2018,2.151676,1.5,2.86,1136.0,5106.0
K2-268 c,Transit,2018,9.327527,2.69,7.7,696.0,5106.0
K2-268 d,Transit,2021,4.528598,1.49,2.83,888.0,5106.0
K2-268 e,Transit,2021,6.131243,1.33,2.33,801.0,5106.0
K2-268 f,Transit,2021,26.27057,2.23,5.6,492.0,5106.0
K2-269 b,Transit,2018,4.144965,1.57,3.09,1429.0,6209.0
K2-27 b,Transit,2016,6.771347,4.74,30.2,836.0,5246.0
K2-270 b,Transit,2018,1.543069,1.38,2.48,1203.0,4877.0
K2-270 c,Transit,2018,4.400028,2.95,9.01,848.0,4877.0
K2-271 b,Transit,2018,8.562421,7.28,41.8,893.0,5644.0
K2-272 b,Transit,2018,14.4536756,3.13,9.96,747.0,5397.0
K2-273 b,Transit,2018,11.7195663,3.05,9.53,849.0,5161.0
K2-274 b,Transit,2018,14.1330314,2.08,4.98,655.0,5044.0
K2-275 b,Transit,2018,3.2809626,2.34,6.08,1166.0,4841.0
K2-275 c,Transit,2018,8.4388385,2.21,5.52,653.0,4841.0
K2-276 b,Transit,2018,18.718269,3.77,13.7,583.0,5139.0
K2-277 b,Transit,2018,6.326768,2.18575124,7.4,1049.0,5680.0
K2-278 b,Transit,2018,3.334966,2.98,9.17,1711.0,6747.0
K2-279 b,Transit,2018,7.122605,1.21,1.92,879.0,5558.0
K2-28 b,Transit,2016,2.260455,2.32,5.99,568.0,3214.0
K2-280 b,Transit,2018,19.89526,7.5,37.1,787.0,5500.0
K2-281 b,Transit,2018,8.687721,8.18,50.9,665.0,4812.0
K2-282 b,Transit,2018,4.169783,2.5,6.8,1057.0,5499.0
K2-283 b,Transit,2018,1.921036,3.52,12.2,1186.0,5060.0
K2-284 b,Transit,2018,4.795069,2.78,8.15,653.0,4140.0
K2-285 b,Transit,2018,3.471745,2.59,9.68,1088.9,4975.0
K2-285 c,Transit,2018,7.138048,3.53,15.68,741.4,4975.0
K2-285 d,Transit,2018,10.45582,2.48,6.5,619.9,4975.0
K2-285 e,Transit,2018,14.76289,1.95,10.7,500.9,4975.0
K2-286 b,Transit,2018,27.359,2.1,5.06,347.0,3926.0
K2-287 b,Transit,2018,14.893291,9.494023,100.11645,804.0,5695.0
K2-288 B b,Transit,2018,31.393463,1.9,4.27,226.36,3341.0
K2-289 b,Transit,2019,13.156969,9.1,61.0,753.0,5529.0
K2-29 b,Transit,2016,3.2588321,13.33871,232.0159,1171.0,5358.0
K2-290 b,Transit,2019,9.21165,3.06,10.9,1230.0,6302.0
K2-290 c,Transit,2019,48.36685,11.276254,246.00042,676.0,6302.0
K2-291 b,Transit,2019,2.225177,1.589,6.49,1278.0,5520.0
K2-292 b,Transit,2019,16.9841,2.63,24.5,795.0,5725.0
K2-293 b,Transit,2019,13.1225,2.45,6.57,750.0,5532.0
K2-294 b,Transit,2019,2.50387,1.66,3.39,1425.0,5612.0
K2-295 b,Transit,2018,4.024867,10.054473,106.47305,852.0,4444.0
K2-3 b,Transit,2015,10.0546535,2.078,5.11,501.3,3844.0
K2-3 c,Transit,2015,24.646729,1.582,2.68,371.8,3844.0
K2-3 d,Transit,2015,44.55603,1.458,2.2,305.2,3844.0
K2-30 b,Transit,2016,4.098503,11.646151,184.02357,1092.0,5425.0
K2-308 b,Transit,2019,3.38628,9.916,70.6,1213.76,6100.0
K2-31 b,Transit,2016,1.25785,11.88154,563.83042,1688.0,5280.0
K2-312 c,Radial Velocity,2023,921.2,12.8,1719.45168187,,5959.0
K2-315 b,Transit,2020,3.1443189,0.95,0.809,460.0,3300.0
K2-316 b,Transit,2020,1.133,1.33,2.33,841.0,3436.0
K2-316 c,Transit,2020,5.26,1.83,4.01,423.0,3436.0
K2-317 b,Transit,2020,6.22,2.93,8.91,432.0,3387.0
K2-318 b,Transit,2020,7.01,1.66,3.39,456.0,3851.0
K2-319 b,Transit,2020,26.68,2.79,8.2,641.0,5440.0
K2-32 b,Transit,2016,8.992,5.299,15.0,837.0,5271.0
K2-32 c,Transit,2016,20.66093,3.134,8.1,634.0,5271.0
K2-32 d,Transit,2016,31.71701,3.484,6.7,550.0,5271.0
K2-32 e,Transit,2019,4.34934,1.212,2.1,1066.0,5271.0
K2-320 b,Transit,2020,1.995,2.62,7.37,698.0,3157.0
K2-321 b,Transit,2020,2.2979749,2.05124347,4.86,830.0,3750.0
K2-322 b,Transit,2020,8.205,1.92,4.35,635.0,4141.0
K2-323 b,Transit,2020,24.93,2.1,5.06,318.0,3710.0
K2-324 b,Transit,2020,3.262,2.43,6.48,707.0,3752.0
K2-325 b,Transit,2020,6.93,2.2,5.48,423.0,3287.0
K2-326 b,Transit,2020,1.256,2.28,5.82,1114.0,3924.0
K2-329 b,Transit,2020,12.4551225,8.675766,82.6358,650.0,5282.0
K2-33 b,Transit,2016,5.424865,5.04,1175.971,850.0,3540.0
K2-330 b,Transit,2021,13.774798,2.77,8.1,969.0,6232.0
K2-331 b,Transit,2021,9.398977,1.79,3.86,909.0,5994.0
K2-331 c,Transit,2021,22.996591,2.72,7.85,673.0,5994.0
K2-332 b,Transit,2021,17.70632,2.2,5.48,266.0,3315.0
K2-333 b,Transit,2021,14.759287,6.18,31.6,826.0,5880.0
K2-334 b,Transit,2021,5.113981,5.65,27.2,1380.0,6502.0
K2-335 b,Transit,2021,12.283211,2.21,5.52,949.0,6222.0
K2-336 b,Transit,2021,21.194733,1.22,1.98,569.0,5424.0
K2-337 b,Transit,2021,16.273563,2.62,7.37,850.0,5869.0
K2-338 b,Transit,2021,3.850614,1.03,1.08,783.0,4558.0
K2-339 b,Transit,2021,19.507428,1.92,4.35,508.0,4857.0
K2-34 b,Transit,2016,2.9956348,13.75,539.67534,1687.0,6168.0
K2-340 b,Transit,2021,29.740451,3.36,11.2,606.0,5532.0
K2-341 b,Transit,2021,36.552551,3.21,10.4,598.0,5817.0
K2-342 b,Transit,2021,11.561052,2.03,4.78,861.0,5920.0
K2-343 b,Transit,2021,2.787174,1.65,3.36,653.0,3804.0
K2-343 c,Transit,2021,7.676972,2.02,4.74,465.0,3804.0
K2-344 b,Transit,2021,3.35585,1.59,3.15,722.0,4374.0
K2-345 b,Transit,2021,10.367437,2.11,5.1,437.0,3779.0
K2-346 b,Transit,2021,26.201446,2.26,5.73,450.0,4801.0
K2-347 b,Transit,2021,7.187257,2.41,6.39,640.0,4599.0
K2-348 b,Transit,2021,4.688418,3.26,10.7,908.0,5077.0
K2-348 c,Transit,2021,12.550171,2.67,7.61,655.0,5077.0
K2-349 b,Transit,2021,9.032178,1.38,2.48,518.0,4385.0
K2-35 b,Transit,2016,2.399964,1.32,2.3,979.0,4402.71
K2-35 c,Transit,2016,5.608352,1.93,4.38,766.0,4402.71
K2-350 b,Transit,2021,4.163873,1.54,2.99,1158.0,5789.0
K2-350 c,Transit,2016,19.991944,2.74,7.95,687.0,5789.0
K2-351 b,Transit,2021,7.806164,2.54,6.99,934.0,5769.0
K2-352 b,Transit,2021,3.665912,1.37,2.45,1160.0,5791.0
K2-352 c,Transit,2021,8.234885,1.92,4.35,885.0,5791.0
K2-352 d,Transit,2021,14.871387,2.23,5.6,727.0,5791.0
K2-353 b,Transit,2021,15.466805,5.55,26.3,735.0,5698.0
K2-354 b,Transit,2021,3.793306,1.56,3.05,543.0,3669.0
K2-355 b,Transit,2021,5.7385647,2.25,5.69,1066.0,5790.0
K2-356 b,Transit,2021,21.0267366,2.29,5.86,624.0,5568.0
K2-357 b,Transit,2021,16.3488637,3.72,13.4,735.0,5794.0
K2-358 b,Transit,2021,11.2510285,2.68,7.65,888.0,5650.0
K2-36 b,Transit,2016,1.422614,1.43,4.3,1328.0,4916.0
K2-36 c,Transit,2016,5.340888,3.2,7.9,854.0,4916.0
K2-360 c,Radial Velocity,2024,9.79692,4.02,15.23,912.0,5679.0
K2-365 b,Transit,2022,23.448172,2.906,8.78,,5561.0
K2-366 b,Transit,2022,15.937039,2.359,6.16,,5601.0
K2-367 b,Transit,2022,20.645099,2.413,6.41,,4348.0
K2-368 b,Transit,2022,5.025598,1.332,2.34,,4663.0
K2-368 c,Transit,2022,9.660186,1.361,2.42,,4663.0
K2-368 d,Transit,2022,20.201085,1.948,4.45,,4663.0
K2-369 b,Transit,2022,5.761612,1.313,2.28,,5682.0
K2-37 b,Transit,2016,4.4434,1.39,2.51,949.0,5352.0
K2-37 c,Transit,2016,6.42966,2.41,6.39,839.0,5352.0
K2-37 d,Transit,2016,14.09229,2.31,12.5,646.0,5352.0
K2-370 b,Transit,2022,2.14084,3.207,10.4,1267.0,5377.0
K2-371 b,Transit,2022,3.114905,13.024,,956.83,4925.0
K2-372 b,Transit,2022,9.844077,2.945,8.98,,5479.0
K2-373 b,Transit,2022,11.02066,2.061,4.9,,6138.0
K2-374 b,Transit,2022,4.521953,1.593,3.16,,5789.0
K2-374 c,Transit,2022,16.43445,2.213,5.53,,5789.0
K2-375 b,Transit,2022,14.453895,2.243,5.66,,5822.0
K2-376 b,Transit,2022,5.776475,1.736,3.66,,5937.0
K2-377 b,Transit,2022,12.832235,1.693,3.51,,4200.0
K2-378 b,Transit,2022,2.060438,2.88,8.65,,4823.0
K2-379 b,Transit,2022,8.777247,2.181,5.4,,4603.0
K2-38 b,Transit,2016,4.01593,1.54,7.3,1266.0,5731.0
K2-38 c,Transit,2016,10.56103,2.29,8.3,916.0,5731.0
K2-380 b,Transit,2022,9.401312,2.729,7.89,,5911.0
K2-381 b,Transit,2022,7.9389334,1.075,1.26,,4473.0
K2-381 c,Transit,2022,16.034656,2.0,4.66,,4473.0
K2-381 d,Transit,2022,26.803023,1.689,3.5,,4473.0
K2-382 b,Transit,2022,21.700156,2.072,4.95,,5452.0
K2-383 b,Transit,2022,1.865962,1.564,3.07,,5129.0
K2-384 b,Transit,2022,2.231527,1.076,1.26,,3623.0
K2-384 c,Transit,2022,4.194766,1.191,1.82,,3623.0
K2-384 d,Transit,2022,6.679582,1.392,2.52,,3623.0
K2-384 e,Transit,2022,9.715043,1.345,2.37,,3623.0
K2-384 f,Transit,2022,13.62749,2.222,5.57,,3623.0
K2-385 b,Transit,2022,2.380867,1.539,2.98,,4844.0
K2-386 b,Transit,2022,7.473223,2.32,5.99,,5749.0
K2-387 b,Transit,2022,28.735327,7.322,42.2,,3572.0
K2-388 b,Transit,2022,6.33932,3.9,14.5,874.0,5310.0
K2-389 b,Transit,2022,8.58289,2.33,6.04,932.0,5773.0
K2-389 c,Transit,2022,20.851337,2.04,4.82,,5782.0
K2-39 b,Transit,2016,4.60543,6.27704,28.6047,1670.0,4881.0
K2-390 b,Transit,2022,3.312792,4.662,19.6,1119.0,5558.0
K2-391 b,Transit,2022,4.622654,1.371,2.45,,5543.0
K2-392 b,Transit,2022,15.398723,1.85,4.08,,5726.0
K2-393 b,Transit,2022,10.413181,2.352,6.13,,5678.0
K2-394 b,Transit,2022,5.095717,1.692,3.51,643.0,4938.0
K2-395 b,Transit,2022,4.803352,2.597,7.26,,5007.0
K2-395 c,Transit,2022,8.491282,3.395,11.4,,5007.0
K2-396 b,Transit,2022,0.673862,1.579,3.12,,5236.0
K2-396 c,Transit,2022,25.76051,3.124,9.93,,5236.0
K2-397 b,Transit,2022,3.572326,2.417,6.42,,5387.0
K2-398 b,Transit,2022,6.393025,2.274,5.79,,5946.0
K2-398 c,Transit,2022,18.787839,5.098,22.8,,5946.0
K2-4 b,Transit,2015,10.003417,2.1,5.06,563.0,4014.73
K2-400 b,Transit,2022,3.865053,1.163,1.67,,3578.0
K2-401 b,Transit,2022,6.293099,2.262,5.74,,4213.0
K2-402 b,Transit,2022,17.27474,2.678,7.65,,5716.0
K2-403 b,Transit,2022,33.589979,5.333,24.6,949.0,5511.0
K2-404 b,Transit,2022,13.115365,2.53,6.94,,3748.0
K2-405 b,Transit,2022,3.435471,4.569,18.9,969.0,4927.0
K2-406 b,Transit,2022,22.549406,4.602,19.2,,5784.0
K2-407 b,Transit,2022,4.941907,1.283,2.19,,5563.0
K2-407 c,Transit,2022,9.22453,1.36,2.42,,5563.0
K2-408 b,Transit,2022,20.978959,1.677,3.45,,5335.0
K2-409 b,Transit,2022,1.908084,2.482,6.72,,5742.0
K2-411 b,Transit,2022,3.2141,0.9898,0.937,,5711.0
K2-412 b,Transit,2022,5.9382,2.116,5.13,,5590.0
K2-413 b,Transit,2022,0.8094,0.7599,0.363,,4116.0
K2-413 c,Transit,2022,5.3301,1.2327,2.05,,4116.0
K2-414 b,Transit,2022,4.3696,1.219,1.98,,4343.0
K2-414 c,Transit,2022,6.669,1.9287,4.38,,4343.0
K2-415 b,Transit,2023,4.0179694,1.015,7.5,412.4,3173.0
K2-416 b,Transit,2023,13.102,2.66,1652.7077164,447.0,3746.0
K2-417 b,Transit,2023,6.535,3.31,699.2224954,558.0,3861.0
K2-419 A b,Transit,2024,20.35847252,10.55,196.0,377.0,3711.0
K2-42 b,Transit,2016,6.68796,2.15,5.27,,4613.0
K2-43 b,Transit,2016,3.471149,4.51,18.5,939.3,3840.6
K2-43 c,Transit,2019,2.198884,2.42,6.44,1093.7,3840.6
K2-44 b,Transit,2016,5.657,2.433,6.5,1211.0,5912.0
K2-45 b,Transit,2016,1.7292684,6.71,36.4,1073.56,4103.0
K2-46 b,Transit,2016,19.1541,2.05,4.86,889.0,6256.0
K2-47 b,Transit,2016,31.6372,1.89,4.23,,5054.0
K2-48 b,Transit,2016,20.5065,2.24,5.65,,4899.0
K2-49 b,Transit,2016,2.77065,1.93,4.38,,4175.0
K2-5 b,Transit,2015,5.73594,1.91,4.31,565.0,3930.0
K2-5 c,Transit,2015,10.93241,2.26,5.73,456.0,3930.0
K2-50 b,Transit,2016,8.7529,1.59,3.15,,4326.0
K2-52 b,Transit,2016,3.535055,18.0,,2004.0,7147.0
K2-53 b,Transit,2016,12.20772,2.6,7.27,665.0,5263.0
K2-54 b,Transit,2016,9.7833,2.6116925,7.33,560.0,3990.0
K2-55 b,Transit,2016,2.849271,4.43,44.0,900.0,4300.0
K2-57 b,Transit,2016,9.0073,2.30905002,5.94,635.8,4413.0
K2-58 b,Transit,2016,7.05254,2.68,7.65,,5413.0
K2-58 c,Transit,2016,2.53726,1.62,3.26,,5413.0
K2-58 d,Transit,2016,22.8827,1.71,3.57,,5413.0
K2-59 b,Transit,2016,20.6921,2.41,6.39,,5055.0
K2-59 c,Transit,2016,11.2954,2.3,5.9,,5055.0
K2-6 b,Transit,2015,30.94191,2.5,6.8,615.0,5850.0
K2-60 b,Transit,2016,3.00265,7.655747,135.39558,1400.0,5500.0
K2-61 b,Transit,2016,2.57336,1.92,4.35,1325.0,5748.0
K2-62 b,Transit,2016,6.67199,2.02,4.74,666.0,4455.0
K2-62 c,Transit,2016,16.19697,1.99,4.62,495.0,4455.0
K2-63 b,Transit,2016,20.257,3.22,10.5,,6771.0
K2-63 c,Transit,2016,25.4556,3.9,14.5,,6771.0
K2-64 b,Transit,2016,6.53044,2.07,4.94,,5312.0
K2-65 b,Transit,2016,12.6475,1.58,3.12,,5213.0
K2-66 b,Transit,2016,5.06963,2.49,21.3,1372.0,5887.0
K2-68 b,Transit,2016,8.05428,1.58,3.12,,4746.0
K2-69 b,Transit,2016,7.06599,2.32,5.99,,4127.0
K2-7 b,Transit,2015,28.6781,4.03523305,15.3,786.0,5700.0
K2-70 b,Transit,2016,13.97896,2.89,8.7,,5622.0
K2-71 b,Transit,2016,6.98541,2.15,5.27,,4006.0
K2-72 b,Transit,2016,5.577212,1.08,1.28,,3360.47
K2-72 c,Transit,2016,15.189034,1.16,1.65,,3360.47
K2-72 d,Transit,2016,7.760178,1.01,1.01,,3360.47
K2-72 e,Transit,2016,24.158868,1.29,2.21,,3360.47
K2-73 b,Transit,2016,7.49556,2.58,9.2,968.0,5867.0
K2-73 c,Radial Velocity,2025,1000.0,13.0,1142.0,186.1,5867.0
K2-74 b,Transit,2016,19.5666,2.31,5.95,,6060.0
K2-75 b,Transit,2016,7.8142,2.67,7.61,,5995.0
K2-75 c,Transit,2016,18.311,2.77,8.1,,5995.0
K2-77 b,Transit,2016,8.2000844,2.4996027,603.877,806.0,5160.0
K2-79 b,Transit,2016,10.9947,4.09,9.2,1022.0,5897.0
K2-8 b,Transit,2015,10.35239,3.58,12.5,631.0,4870.0
K2-8 c,Transit,2016,5.06416,2.41,6.39,801.0,4870.0
K2-80 b,Transit,2016,19.0918,2.01,4.7,,5441.0
K2-80 c,Transit,2016,5.605,1.47,2.76,,5441.0
K2-80 d,Transit,2018,28.867253,2.55211506,7.04,,5377.0
K2-81 b,Transit,2016,6.102325,1.97,4.54,,4674.13
K2-83 b,Transit,2016,2.74697,1.244,2.08,,3910.0
K2-83 c,Transit,2016,9.99767,1.483,2.8,,3910.0
K2-84 b,Transit,2016,6.4215,2.41,6.39,,5652.0
K2-84 c,Transit,2016,27.86,2.03,4.78,,5652.0
K2-85 b,Transit,2016,0.68453862616,1.4,3.2,1355.0,4232.0
K2-86 b,Transit,2016,8.77683,1.96,4.5,,5482.0
K2-87 b,Transit,2016,9.726618,7.6,44.9,979.0,5747.0
K2-88 b,Transit,2016,4.6122,1.23,2.04,,3537.0
K2-89 b,Transit,2016,1.096026,0.615,0.17,,3691.0
K2-9 b,Transit,2015,18.4498,2.25,5.69,314.0,3390.0
K2-90 b,Transit,2016,13.733314,2.6,7.27,502.0,4484.0
K2-90 c,Transit,2016,2.900706,1.3,2.24,,4421.98
K2-91 b,Transit,2016,1.419549,1.1,1.37,,3622.0
K2-95 b,Transit,2016,10.1346454,3.31,11.0,474.0,3566.0
K2-97 b,Transit,2016,8.407115,13.45077684,174.48779544,1566.0,4673.0
K2-98 b,Transit,2016,10.1367349,5.06645928,34.00763955,1185.0,6260.0
K2-99 b,Transit,2016,18.24783,11.88151954,276.51071409,1184.0,6069.0
K2-99 c,Radial Velocity,2022,522.2,12.6,2669.7586188,390.0,6069.0
KELT-1 b,Transit,2012,1.217514,12.442,8654.15,2361.0,6516.0
KELT-10 b,Transit,2016,4.1662739,15.681391,215.80657,1377.0,5948.0
KELT-11 b,Transit,2017,4.73620865,15.13212395,65.15482343,1712.0,5375.0
KELT-12 b,Transit,2017,5.031623,19.95202,301.9385,1800.0,6279.0
KELT-14 b,Transit,2016,1.7100566,19.537287,408.09372,1970.0,5720.0
KELT-15 b,Transit,2016,3.32944,19.50366,416.3573,1642.0,6003.0
KELT-16 b,Transit,2017,0.9689951,15.860735,874.0325,2453.0,6236.0
KELT-17 b,Transit,2016,3.0801716,17.093725,416.3573,2087.0,7454.0
KELT-18 b,Transit,2017,2.8717518,17.59813,375.0394,2085.0,6670.0
KELT-19 A b,Transit,2017,4.6117093,21.40919,1293.5681,1935.0,7500.0
KELT-2 A b,Transit,2012,4.11379,15.13215,540.311,2080.0,6327.0
KELT-20 b,Transit,2017,3.4741085,19.514869,1074.90106,2262.0,8720.0
KELT-21 b,Transit,2018,3.6127647,17.777474,1242.7153,2051.0,7598.0
KELT-23 A b,Transit,2019,2.255251,14.829507,298.12454,1561.0,5899.0
KELT-24 b,Transit,2019,5.55149296,12.71098411,1458.83238813,1391.0,6426.0
KELT-3 b,Transit,2013,2.70339,17.48604,616.5902,1816.0,
KELT-4 A b,Transit,2016,2.9895932,19.044091,286.68266,1823.0,6206.0
KELT-6 b,Transit,2014,7.8457,14.5717,165.2716,1313.0,6102.0
KELT-6 c,Radial Velocity,2015,1276.0,13.0,1179.1493,,6272.0
KELT-7 b,Transit,2015,2.73477,17.9344,441.7837,2048.0,6768.0
KELT-8 b,Transit,2015,3.24406,18.15858,209.7678,1675.0,5754.0
KELT-9 b,Transit,2017,1.4811235,21.196219,915.3504,4050.0,10170.0
KIC 10068024 b,Orbital Brightness Modulation,2021,2.073549,13.4,635.656814,,6118.4
KIC 10525077 b,Transit,2015,854.083,5.5,25.9,,6091.0
KIC 3526061 b,Radial Velocity,2022,3552.0,12.1,5768.58558705,,4829.0
KIC 3558849 b,Transit,2015,1322.3,6.9,38.1,,6175.0
KIC 5437945 b,Transit,2015,440.7813,6.4,33.6,308.0,6340.0
KIC 5479689 b,Orbital Brightness Modulation,2021,1.701531,14.2,158.9142035,,5459.1
KIC 7917485 b,Pulsation Timing Variations,2016,840.0,12.4,3750.394,,7067.0
KIC 8121913 b,Orbital Brightness Modulation,2021,3.294601,13.4,667.4396547,,5975.3
KIC 8540376 b,Transit,2015,31.8099,4.1,15.8,,6474.0
KIC 8540376 c,Transit,2015,75.2,2.4,6.35,,6474.0
KIC 9663113 b,Transit,2015,572.3847,4.6,19.2,264.0,6065.0
KOBE-1 b,Radial Velocity,2025,8.5399,2.91,8.8,594.4,4135.0
KOBE-1 c,Radial Velocity,2025,29.671,3.56,12.4,392.5,4135.0
KOI-12 b,Transit,2015,17.855182,13.78707,349.613,911.0,6635.0
KOI-1257 b,Transit,2014,86.647661,10.54,460.83,511.0,5520.0
KOI-13 b,Transit,2011,1.763588,16.948008,2949.4624,2550.0,7650.0
KOI-134 b,Transit,2025,67.1277,12.03844527,346.43296363,659.0,6160.0
KOI-134 c,Transit Timing Variations,2025,33.95,9.86,69.92224954,,6160.0
KOI-142 b,Transit,2013,10.91647,3.438,9.5,758.0,5466.0
KOI-142 c,Transit Timing Variations,2013,22.26492,14.0,214.1,,5466.0
KOI-1599.01,Transit,2019,20.4415,1.9,4.6,660.0,5833.0
KOI-1599.02,Transit,2019,13.6088,1.9,9.0,755.0,5833.0
KOI-1783.01,Transit,2020,134.4628,8.86,71.0,412.0,5922.0
KOI-1783.02,Transit,2020,284.215,5.44,15.0,321.0,5922.0
KOI-1831 d,Transit,2021,34.169,1.13,2.23,475.0,5233.0
KOI-1833 d,Transit,2021,7.685,2.58,11.02,613.0,4413.0
KOI-1843.03,Transit,2013,0.1768913,0.61,8.0,1654.0,3584.0
KOI-217 b,Transit,2010,3.90512,12.442,,1046.0,5545.0
KOI-2513.01,Transit,2023,19.00547,2.80224517,7310.053361,758.0,5900.0
KOI-3503 b,Transit,2021,21.185,1.19,9.2,785.0,6001.0
KOI-3503 c,Transit,2021,31.828,1.21,10.36,686.0,6001.0
KOI-351 b,Transit,2013,7.008151,1.31,2.27,1062.0,6080.0
KOI-351 c,Transit,2013,8.719375,1.19,1.81,987.0,6080.0
KOI-351 d,Transit,2013,59.73667,2.87,8.6,520.0,6080.0
KOI-351 e,Transit,2013,91.93913,2.66,7.56,450.0,6080.0
KOI-351 f,Transit,2013,124.9144,2.88,8.65,407.0,6080.0
KOI-351 g,Transit,2013,210.73514,7.718,15.0,342.0,6031.13
KOI-351 h,Transit,2013,331.60296,11.252,203.0,294.0,6031.13
KOI-3680 b,Transit,2018,141.241671,11.09691,613.4119,347.0,5830.0
KOI-4777.01,Transit,2022,0.412,0.51,99.2,1180.0,3515.0
KOI-4978 b,Transit,2024,0.941967,0.7,0.271,,5050.28
KOI-55 b,Orbital Brightness Modulation,2011,0.240104,0.759,0.44,,27730.0
KOI-55 c,Orbital Brightness Modulation,2011,0.342887,0.867,0.655,,27730.0
KOI-7368 b,Transit,2022,6.8430344,2.22,5.56,805.0,5241.0
KOI-7913 b,Transit,2022,24.278553,2.34,6.08,432.0,4324.0
KOI-94 b,Transit,2013,3.743208,1.71,10.5,1486.0,6182.0
KOI-94 c,Transit,2013,10.423648,4.32,15.6,1012.0,6182.0
KOI-94 d,Transit,2013,22.342989,11.27,106.0,806.0,6182.0
KOI-94 e,Transit,2013,54.32031,6.56,35.0,584.0,6182.0
KOI-984 b,Transit,2022,4.2881785,4.3,17.1,1022.0,5295.0
